,fsz,lat,lng,rm,sz,url,use,val,yr,price
286,850,42.325317,-71.106414,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=126+Minden+St&citystatezip=02130,Apartment,,,"$375,000"
287,250,42.35919,-71.06667,1,260,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=5+Myrtle+St&citystatezip=02114,MultiFamily5Plus,,1899,"$600,000"
288,806,42.350556,-71.133574,5,806,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=69+Quint+Ave&citystatezip=02134,MultiFamily2To4,343191,1920,"$300,000"
289,1687,42.380982,-71.029324,6,1386,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=288+Lexington+St&citystatezip=02128,SingleFamily,301289,1900,"$395,000"
290,1374,42.249317,-71.12561,6,1374,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=23+Grantley+St&citystatezip=02136,Condominium,368338,2002,"$275,000"
291,,42.287379,-71.041251,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1+Lorenzo+St&citystatezip=02122,Unknown,436931,,"$299,000"
292,1210,42.293717,-71.13789,7,5740,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=144+Weld+St&citystatezip=02132,SingleFamily,499353,1940,
293,715,42.359712,-71.064995,4,715,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=39+Joy+St&citystatezip=02114,Condominium,608050,1899,"$649,000"
294,1110,42.258068,-71.159329,5,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=25+Rockland+St&citystatezip=02132,Condominium,422825,1984,"$289,900"
295,600,42.298137,-71.056755,4,1297,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=336+Adams+St&citystatezip=02122,Condominium,193455,1990,"$164,900"
296,495,42.351065,-71.168442,6,495,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=431+Faneuil+St&citystatezip=02135,Condominium,246526,1935,"$199,000"
297,2609,42.284419,-71.165611,13,6534,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=139+Perham+St&citystatezip=02132,Duplex,624353,1900,"$339,900"
298,3339,42.337647,-71.039769,12,1722,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=12+I+St&citystatezip=02127,Apartment,,1905,"$499,000"
299,2908,42.383732,-71.078964,12,3755,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=11+Parker+St&citystatezip=02129,Triplex,743523,1900,"$345,000"
301,720,42.28592,-71.149093,3,720,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=416+Belgrade+Ave&citystatezip=02132,Condominium,238103,1966,"$175,000"
303,2755,42.374177,-71.062041,9,1099,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=17+Monument+Ave&citystatezip=02129,SingleFamily,1593618,1863,"$1,799,000"
305,1200,42.330642,-71.046318,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1326+Columbia+Rd&citystatezip=02127,Apartment,,,"$429,900"
306,1100,42.24244,-71.137778,6,5227,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=14+Edson+St&citystatezip=02136,SingleFamily,370478,1960,"$349,000"
307,3192,42.304994,-71.114283,18,3207,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=8+Hall+St&citystatezip=02130,Triplex,943297,1905,"$399,000"
308,,42.359374,-71.06462,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=3+Myrtle+St&citystatezip=02114,Condominium,913474,1898,"$999,999"
309,650,42.35826,-71.06568,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=73+Mount+Vernon&citystatezip=02108,MultiFamily2To4,905228,,"$6,500,000"
310,3834,42.30611,-71.068819,18,3920,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=41+Norton+St&citystatezip=02125,MultiFamily2To4,580538,1905,
311,3525,42.349357,-71.162817,15,4323,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=7+Fairbanks+St&citystatezip=02135,Apartment,,1910,"$329,000"
312,686,42.375656,-71.052573,4,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=42+8th+St&citystatezip=02129,Condominium,573358,1899,"$615,000"
313,,42.30865,-71.111526,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=76+Elm+St&citystatezip=02130,MultiFamily2To4,638593,,"$310,000"
314,875,42.343092,-71.08612,4,871,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=25+Saint+Stephen&citystatezip=02115,Apartment,,1905,"$439,000"
315,,42.342765,-71.073959,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=609+Tremont+St&citystatezip=02118,SingleFamily,884609,,"$895,000"
316,3768,42.300138,-71.084795,15,4832,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=31+Mclellan+St&citystatezip=02121,MultiFamily2To4,530997,1910,"$475,000"
319,325,42.345768,-71.08819,4,9999,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=12+Stoneholm+St&citystatezip=02115,Condominium,657821,1920,"$459,000"
320,2652,42.271083,-71.099196,11,5662,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=10+Brockton+St&citystatezip=02126,MultiFamily2To4,465304,1935,"$330,000"
321,1881,42.33243,-71.040027,,1045,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=167+I+St&citystatezip=02127,Miscellaneous,885435,1945,"$749,000"
322,1853,42.282086,-71.140952,8,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=44+Eastbourne+St&citystatezip=02131,SingleFamily,428278,1920,"$689,000"
324,1800,42.3275,-71.1,8,1775,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=841+Parker+St&citystatezip=02120,MultiFamily5Plus,,1899,"$425,000"
325,715,42.359712,-71.064995,5,715,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=39+Joy+Street&citystatezip=02114,Condominium,663796,1899,"$689,975"
326,,42.358978,-71.067573,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=65+Pinckney+St&citystatezip=02114,Unknown,,,"$1,365,000"
327,512,42.33524,-71.07583,2,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=691+Massachusetts+Ave&citystatezip=02118,MultiFamily2To4,441474,,"$775,000"
328,1984,42.355525,-71.073379,6,1984,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=100+Beacon+St&citystatezip=02116,Condominium,3205252,1920,"$3,400,000"
329,1385,42.360076,-71.065757,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=38+S+Russell&citystatezip=02114,Condominium,1984574,1906,"$1,750,000"
330,2040,42.333292,-71.034571,9,1390,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=650+E+6th&citystatezip=02127,Duplex,724181,1890,"$599,900"
331,654,42.359246,-71.067376,3,654,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=84+Myrtle+St&citystatezip=02114,Condominium,657442,1860,"$739,000"
332,8552,42.349639,-71.084739,28,3049,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=288+Commonwealth+Ave&citystatezip=02115,MultiFamily2To4,5292561,1899,"$8,775,000"
333,1722,42.318042,-71.113327,6,1722,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=509+Centre+St&citystatezip=02130,Condominium,742656,1899,"$709,000"
334,3153,42.261612,-71.12253,9,3049,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1111+Hyde+Park&citystatezip=02136,SingleFamily,481886,1890,"$284,900"
335,1067,42.338061,-71.02807,3,1067,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=881+E+1st&citystatezip=02127,Condominium,,1899,"$1,100,000"
336,1472,42.278913,-71.141094,6,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=285+Roslindale+Ave&citystatezip=02131,SingleFamily,439406,1920,"$459,900"
337,1530,42.319311,-71.078793,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=67+Clifford+St&citystatezip=02119,Condominium,576426,,"$345,000"
338,660,42.337641,-71.070266,4,660,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=99+E+Brookline&citystatezip=02118,Condominium,538034,1875,"$575,000"
339,1013,42.3486,-71.090343,,9999,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=390+Commonwealth+Ave&citystatezip=02215,Condominium,959251,1910,"$950,000"
341,1051,42.363991,-71.066646,,11848,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=121+Portland+St&citystatezip=02114,Condominium,481232,2016,"$575,000"
342,733,42.379428,-71.06482,,871,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=73+Sullivan+St&citystatezip=02129,Unknown,537895,1899,"$515,300"
343,399,42.343083,-71.103753,2,399,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=116+Riverway+UNIT&citystatezip=02215,Condominium,342145,1918,"$409,900"
344,2808,42.339909,-71.051235,14,1336,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=192+Athens+St&citystatezip=02127,MultiFamily2To4,1042932,1900,"$615,000"
345,2110,42.279494,-71.161033,6,4591,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=32+Hillcrest+St&citystatezip=02132,SingleFamily,547396,1910,"$559,900"
346,713,42.32356,-71.11227,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=339+S+Huntington&citystatezip=02130,Condominium,308712,1910,"$329,000"
347,856,42.352451,-71.075298,3,856,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=90+Commonwealth+Ave&citystatezip=02116,Condominium,801040,1890,"$1,749,000"
348,1655,42.382919,-71.079788,5,1655,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1+Hadley+St&citystatezip=02129,Condominium,685715,2011,"$699,000"
349,756,42.34373,-71.08807,,9995,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=43+Westland+Ave&citystatezip=02115,MultiFamily2To4,610788,1910,"$529,000"
350,4208,42.337768,-71.077758,,1306,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=521+Shawmut+Ave&citystatezip=02118,MultiFamily2To4,2557893,1899,"$2,299,000"
351,1478,42.33244,-71.03223,7,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=690+E+7th&citystatezip=02127,Condominium,715413,,"$699,000"
352,858,42.354236,-71.052278,3,9999,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=500+Atlantic+Ave&citystatezip=02210,Condominium,1110341,2006,"$596,000"
353,1263,42.381377,-71.067598,4,1263,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=342+Bunker+Hill&citystatezip=02129,Condominium,713760,1899,"$680,000"
354,3981,42.343152,-71.076143,10,1742,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=185+W+Brookline&citystatezip=02118,SingleFamily,4173575,1890,"$4,800,000"
355,3780,42.299593,-71.072033,18,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=12+Greenbrier+St&citystatezip=02124,MultiFamily2To4,518882,1905,
357,1200,42.3345,-71.0399,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=108+I+St&citystatezip=02127,Condominium,,,"$619,000"
358,,42.34553,-71.10447,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=451+Park+Dr&citystatezip=02215,MultiFamily2To4,536220,,"$579,000"
359,,42.27684,-71.08874,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=130+Delhi+St&citystatezip=02126,Condominium,266333,,"$149,000"
361,2244,42.28858,-71.144611,10,39204,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1633+Centre+St&citystatezip=02132,SingleFamily,755055,1855,"$1,200,000"
362,1809,42.275821,-71.146573,8,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=101+Lagrange+St&citystatezip=02132,SingleFamily,544249,1929,"$515,000"
363,700,42.300982,-71.054413,,700,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=6+Ashland+St&citystatezip=02122,Condominium,286717,1910,"$669,000"
364,1860,42.334318,-71.051137,9,760,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=187+W+7th&citystatezip=02127,MultiFamily2To4,744397,1890,"$1,100,000"
