id,lat,lng,tree,sky,entropy_mean,_r,_g,_b,color,neighborhood
207,40.707783,-73.93145061,537.75,47324.75,5.262797479,0.111754612,0.186219293,0.419557567,#6a6457,Williamsburg
208,40.707783,-73.93343057,11219.75,25080.75,5.242490253,0.238975357,0.05082567,0.426438963,#6a6c67,Williamsburg
209,40.707783,-73.93541054,42666,23049.75,5.236384674,0.026232308,0.396056828,0.260105581,#422c28,Williamsburg
210,40.707783,-73.93937046,30089.5,19048.75,5.717126295,0.086330935,0.149542765,0.377079108,#605951,Williamsburg
211,40.707783,-73.94135042,42770.75,19383,5.760916976,0.116648993,0.097477775,0.729562594,#bab4a7,Williamsburg
212,40.707783,-73.94333038,15465.25,26122,5.968236532,0.069269799,0.341855204,0.266666667,#44362c,Williamsburg
213,40.707783,-73.94531035,33357.25,17455.5,5.750359531,0.032553191,0.527378815,0.342637447,#573229,Williamsburg
214,40.707783,-73.94729031,9382.75,24235.5,5.285864386,0.601315789,0.074262263,0.308717949,#484b4e,Williamsburg
215,40.707783,-73.94927027,10726.75,17039.25,5.504450462,0.038785461,0.372572335,0.37336293,#5f433b,Williamsburg
216,40.707783,-73.95125023,32453.75,23451,5.594082776,0.036497494,0.384046201,0.350474383,#593e37,Williamsburg
217,40.707783,-73.9532302,11172.75,23618.5,5.573576193,0.387928111,0.206339211,0.230646333,#2e3a32,Williamsburg
218,40.707783,-73.95521016,5051.75,31745.75,5.948713594,0.161904762,0.052631579,0.289760349,#494946,Williamsburg
219,40.707783,-73.95719012,31061,28053.25,6.094381093,0.142998028,0.131466356,0.420098039,#6b695d,Williamsburg
220,40.707783,-73.96115004,52892,22256.75,6.329323128,0.106349206,0.412573674,0.153544495,#272117,Williamsburg
221,40.707783,-73.96313001,16078.5,11110,5.757023141,0.026756178,0.306604618,0.243442266,#3e2e2b,Williamsburg
222,40.707783,-73.96510997,13901,21817.75,6.111525089,0.058296564,0.457431193,0.328808446,#533a2d,Williamsburg
223,40.707783,-73.96708993,7384.75,21473,5.898038555,0.100127714,0.323039792,0.511037318,#827158,Williamsburg
224,40.707783,-73.99084948,3249.25,56076.75,5.603698271,0.52960103,0.055436644,0.229019608,#37393a,Williamsburg
225,40.707783,-73.99678936,5726.25,38387.25,5.693722129,0.990942029,0.108071824,0.240913685,#3d3637,Williamsburg
226,40.707783,-74.00074929,1956.5,13841.5,5.446070094,0.308333333,0.036708474,0.108640744,#1a1b1a,Financial District
227,40.707783,-74.00272925,42523.5,4375.25,5.757786882,0.058409786,0.406514172,0.321888756,#523c30,Financial District
228,40.707783,-74.00470921,576,4062,4.894272832,0.100591716,0.114060742,0.100180302,#191816,Financial District
229,40.707783,-74.00668917,10408.5,0,5.760326405,0.108497962,0.093863135,0.361071258,#5c5953,Financial District
230,40.707783,-74.00866914,1966,2351.5,5.732902822,0.310332626,0.037511946,0.349214296,#565955,Financial District
231,40.707783,-74.0106491,6533.5,407.25,4.192812604,0.023423423,0.023505495,0.149104859,#262525,Financial District
