,lat,lng,dir,city,sky,tree
454,41.829604,-87.6706659191,3,chicago,32272,53007
455,41.829604,-87.6726804348,0,chicago,22743,69872
456,41.829604,-87.6726804348,1,chicago,9104,81553
457,41.829604,-87.6726804348,2,chicago,34482,55826
458,41.829604,-87.6726804348,3,chicago,14033,84945
459,41.829604,-87.6746949505,0,chicago,18453,65846
460,41.829604,-87.6746949505,1,chicago,19472,50860
461,41.829604,-87.6746949505,2,chicago,26878,61488
462,41.829604,-87.6746949505,3,chicago,12825,76774
463,41.829604,-87.6767094662,0,chicago,26795,70613
464,41.829604,-87.6767094662,1,chicago,58672,42705
465,41.829604,-87.6767094662,2,chicago,4865,90115
466,41.829604,-87.6767094662,3,chicago,22585,90121
467,41.829604,-87.6787239819,0,chicago,40229,7856
468,41.829604,-87.6787239819,1,chicago,67501,2619
469,41.829604,-87.6787239819,2,chicago,63549,9414
470,41.829604,-87.6787239819,3,chicago,66004,1372
471,41.829604,-87.6807384976,0,chicago,32426,3522
472,41.829604,-87.6807384976,1,chicago,71993,22913
473,41.829604,-87.6807384976,2,chicago,77596,7092
474,41.829604,-87.6807384976,3,chicago,30276,11262
475,41.829604,-87.6827530133,0,chicago,38993,65976
476,41.829604,-87.6827530133,1,chicago,46867,71662
477,41.829604,-87.6827530133,2,chicago,26101,62426
478,41.829604,-87.6827530133,3,chicago,19151,80468
479,41.831104,-87.6062014168,0,chicago,70904,10997
480,41.831104,-87.6062014168,1,chicago,76266,19270
481,41.831104,-87.6062014168,2,chicago,44379,59637
482,41.831104,-87.6062014168,3,chicago,42077,65817
483,41.831104,-87.6082159325,0,chicago,43593,51834
484,41.831104,-87.6082159325,1,chicago,15784,69291
485,41.831104,-87.6082159325,2,chicago,40384,36867
486,41.831104,-87.6082159325,3,chicago,32952,23054
487,41.831104,-87.6102304482,0,chicago,57552,7571
488,41.831104,-87.6102304482,1,chicago,44062,42137
489,41.831104,-87.6102304482,2,chicago,41914,38234
490,41.831104,-87.6102304482,3,chicago,60323,15380
491,41.831104,-87.6122449639,0,chicago,8284,121698
492,41.831104,-87.6122449639,1,chicago,29799,74728
493,41.831104,-87.6122449639,2,chicago,10117,70247
494,41.831104,-87.6122449639,3,chicago,45830,51927
495,41.831104,-87.6142594796,0,chicago,30723,110925
496,41.831104,-87.6142594796,1,chicago,36972,50317
497,41.831104,-87.6142594796,2,chicago,37247,12651
498,41.831104,-87.6142594796,3,chicago,53456,32884
499,41.831104,-87.6162739953,0,chicago,47003,74869
500,41.831104,-87.6162739953,1,chicago,41211,56190
501,41.831104,-87.6162739953,2,chicago,18684,38018
502,41.831104,-87.6162739953,3,chicago,36834,34742
503,41.831104,-87.618288511,0,chicago,54237,26829
504,41.831104,-87.618288511,1,chicago,48432,27368
505,41.831104,-87.618288511,2,chicago,28301,27768
506,41.831104,-87.618288511,3,chicago,44463,19940
507,41.831104,-87.6203030267,0,chicago,6919,32500
508,41.831104,-87.6203030267,1,chicago,13477,68494
509,41.831104,-87.6203030267,2,chicago,2794,68907
510,41.831104,-87.6203030267,3,chicago,27873,45370
511,41.831104,-87.6223175424,0,chicago,66049,3491
512,41.831104,-87.6223175424,1,chicago,72628,2722
513,41.831104,-87.6223175424,2,chicago,61914,6890
514,41.831104,-87.6223175424,3,chicago,63831,18558
515,41.831104,-87.6243320581,0,chicago,22743,22666
516,41.831104,-87.6243320581,1,chicago,35872,26738
517,41.831104,-87.6243320581,2,chicago,35585,43048
